# nJobs | nMachines 
50	20
# m1 | m2 | m3 | m4 | m5...
36	38	34	38	38	34	37	36	35	37	36	36	34	34	37	37	34	35	36	38	
29	30	24	28	25	26	28	30	24	24	24	28	22	28	28	31	23	25	23	29	
34	26	31	33	32	26	34	28	31	31	27	33	26	32	30	33	34	32	30	30	
37	35	30	31	32	33	33	40	33	38	31	40	30	33	33	36	35	33	39	40	
32	34	34	32	31	31	34	35	33	32	34	33	34	35	32	35	35	32	33	33	
32	32	32	32	32	36	36	32	34	32	36	36	36	34	34	36	33	33	33	36	
29	30	28	31	31	28	32	31	30	29	30	30	29	28	31	31	30	31	28	31	
27	31	27	30	26	29	29	29	32	28	31	28	31	31	28	26	28	28	26	29	
30	31	31	31	32	30	32	32	31	32	31	30	32	31	31	30	31	30	30	30	
33	35	32	37	27	27	27	30	28	31	27	29	36	28	34	32	32	30	35	30	
32	24	30	26	24	29	25	27	33	26	24	26	26	28	26	27	27	24	31	27	
32	32	32	37	35	38	33	33	33	34	32	39	38	38	39	31	33	37	38	34	
35	38	34	35	41	34	41	39	40	35	33	40	36	39	40	35	37	40	33	34	
34	34	39	33	41	33	41	33	36	39	39	37	33	35	34	37	34	38	35	36	
30	33	36	30	34	39	36	34	35	35	30	33	35	30	32	33	30	37	32	38	
28	29	30	28	30	32	29	29	34	32	28	30	31	30	29	34	34	33	29	28	
29	34	26	26	27	29	25	32	27	31	30	30	28	29	29	26	29	25	34	26	
24	29	30	28	26	31	27	29	28	25	24	32	28	32	25	32	32	28	30	26	
37	33	36	38	34	32	38	38	35	38	32	37	35	36	36	34	34	32	34	38	
35	34	36	35	36	36	35	34	35	34	35	35	35	35	36	36	34	35	35	34	
32	32	32	32	33	32	32	31	32	32	32	32	33	33	33	33	32	32	31	31	
36	35	35	33	32	35	32	36	32	34	35	36	34	36	33	35	33	32	32	35	
35	36	36	35	35	34	36	34	35	36	36	34	36	34	36	34	34	35	35	36	
35	35	36	36	37	36	36	36	36	37	36	36	36	36	37	36	35	36	36	35	
35	36	34	37	35	36	38	35	38	38	36	37	38	38	34	38	37	34	38	34	
27	29	29	35	34	30	33	30	31	35	35	33	35	31	29	28	28	33	31	35	
32	30	30	32	30	32	31	31	31	32	31	31	31	31	30	31	30	32	31	30	
28	30	29	30	29	30	28	29	28	28	29	29	30	29	29	30	29	30	29	29	
30	31	29	35	29	33	30	29	35	30	33	31	30	30	29	30	32	33	33	35	
32	34	32	30	30	33	32	33	30	34	33	31	30	34	33	31	32	34	30	32	
36	37	35	35	36	35	36	35	35	36	36	37	36	35	37	35	35	35	37	37	
32	30	30	30	32	32	31	32	32	32	30	32	32	30	30	30	32	32	30	30	
38	40	37	34	37	35	39	36	35	34	34	37	35	34	35	34	36	37	39	38	
27	27	27	26	28	26	28	27	27	27	27	26	26	28	28	28	28	26	28	27	
35	35	37	37	37	36	35	36	36	37	36	36	37	35	37	36	37	36	36	37	
31	32	31	30	31	30	31	31	31	30	32	31	31	32	30	32	32	30	31	31	
26	27	28	28	26	28	27	27	26	27	26	26	26	26	27	28	27	26	26	28	
34	32	32	31	28	27	32	29	27	26	32	27	32	34	27	34	33	28	29	26	
32	36	35	31	32	34	41	33	37	35	39	33	35	33	31	36	35	35	36	38	
29	29	25	24	29	27	27	29	32	30	31	23	27	26	23	27	26	27	31	25	
36	38	37	37	38	38	34	38	38	35	35	35	38	35	36	34	36	38	37	38	
32	35	35	39	35	36	35	32	39	32	38	42	42	35	35	42	41	42	42	41	
29	30	29	29	28	29	30	28	28	28	28	30	28	28	28	28	29	29	29	30	
25	31	29	28	32	35	26	34	27	34	29	35	29	26	32	34	29	28	32	34	
33	37	31	37	37	33	33	35	32	37	35	31	36	33	33	34	33	36	31	32	
32	37	38	34	38	38	33	38	38	34	35	37	36	32	32	38	37	33	38	34	
30	25	30	28	27	31	25	31	29	29	26	28	28	27	25	28	28	27	31	28	
28	28	30	29	28	30	29	28	30	30	30	30	26	30	29	28	27	28	26	28	
27	28	29	24	30	30	24	27	25	25	25	26	28	28	25	26	26	30	26	25	
32	34	37	36	30	29	31	28	32	32	29	33	29	35	37	34	34	29	29	29	
