# nJobs | nMachines 
50	20
# m1 | m2 | m3 | m4 | m5...
18	18	16	17	18	18	14	18	17	14	16	16	15	18	15	18	18	17	17	15	
15	9	16	13	12	6	11	16	13	13	12	9	7	9	7	12	13	9	14	13	
5	7	5	6	5	6	4	9	5	12	6	4	5	4	10	9	9	7	9	4	
8	6	8	13	6	9	5	12	8	4	8	12	14	13	6	12	5	5	9	9	
12	14	12	12	12	10	12	13	14	11	10	13	14	14	12	12	14	12	10	14	
18	17	17	19	17	19	17	18	17	18	18	19	18	19	17	19	17	18	18	17	
20	14	19	22	14	19	20	17	23	17	18	17	13	15	19	23	20	15	14	21	
17	17	18	16	16	17	18	15	18	18	14	16	15	14	18	17	15	16	17	15	
5	6	7	7	6	5	6	6	7	7	6	5	5	5	6	7	5	6	6	7	
28	24	25	25	24	26	23	19	27	25	22	25	18	23	28	24	28	27	18	26	
14	6	5	9	14	8	14	13	7	11	12	8	13	8	14	11	5	9	11	7	
14	15	12	12	13	14	11	13	14	12	15	11	14	11	14	13	11	14	12	13	
21	28	25	26	22	23	21	27	24	25	29	22	24	25	27	29	27	28	24	26	
19	18	16	18	15	19	15	18	19	17	17	18	18	17	19	16	15	17	18	18	
4	10	9	7	7	6	9	4	10	5	4	8	5	4	8	7	10	6	8	10	
17	17	16	18	17	16	17	17	17	17	15	18	15	17	16	19	15	17	16	16	
17	18	16	20	18	20	16	21	18	20	17	20	21	16	17	22	21	17	19	20	
16	19	18	13	18	20	22	18	20	22	12	21	12	12	20	14	14	21	16	21	
10	9	10	6	9	8	10	6	7	6	9	6	7	8	10	10	9	8	6	9	
16	19	16	17	19	19	20	19	20	19	19	19	20	19	18	20	16	19	19	19	
8	7	9	8	6	6	9	9	9	6	8	8	10	7	7	10	10	10	10	9	
10	9	10	10	14	12	14	12	8	13	11	9	14	9	8	8	14	12	11	8	
22	22	24	22	24	24	24	23	24	23	22	24	22	23	23	24	23	24	24	22	
8	9	9	10	8	9	9	9	9	7	7	4	6	10	6	4	5	7	7	5	
21	16	18	18	17	21	22	22	21	21	20	21	16	18	21	18	16	16	20	19	
7	6	6	8	8	6	8	6	8	8	8	6	6	7	6	7	7	8	7	6	
11	16	13	13	14	11	14	10	10	14	14	16	16	10	14	16	14	12	13	12	
9	11	11	12	13	9	7	14	5	6	5	14	9	11	10	7	4	12	10	5	
11	11	10	8	12	10	8	9	7	12	11	13	7	10	13	7	12	12	11	8	
6	13	8	13	11	13	4	6	14	7	13	13	8	7	9	8	5	12	8	8	
18	17	15	13	17	14	16	18	18	17	16	15	13	15	18	12	12	12	15	18	
17	16	13	15	15	16	15	14	17	14	16	16	17	13	17	16	15	16	14	14	
16	17	18	21	13	22	16	18	13	14	14	13	21	14	20	21	15	20	21	21	
15	15	20	10	16	19	17	20	14	13	12	19	15	12	18	16	18	18	18	17	
21	18	19	18	19	24	21	21	18	24	19	22	19	23	24	24	24	21	21	24	
19	17	22	27	19	24	26	25	23	18	21	18	18	17	22	25	25	24	25	19	
21	22	19	18	19	18	22	14	21	17	17	16	13	18	19	12	16	21	18	17	
9	8	11	8	9	9	6	9	8	11	9	12	11	12	10	10	11	12	8	9	
19	16	12	13	19	13	18	20	15	20	14	17	13	20	18	15	15	20	19	12	
9	10	10	6	10	7	7	9	5	9	11	10	7	8	7	9	11	8	9	8	
28	27	25	26	25	27	28	27	27	25	26	23	23	23	27	27	24	24	25	27	
17	13	13	9	13	16	13	11	12	13	10	19	17	11	16	15	13	9	14	12	
14	11	10	14	14	13	16	17	8	17	15	8	13	10	9	17	15	8	14	12	
25	25	25	25	25	24	24	25	24	25	24	23	23	25	23	25	24	23	23	25	
15	16	16	11	16	11	12	15	13	15	13	11	14	15	13	13	12	14	14	15	
22	21	22	24	25	22	27	27	23	21	25	22	23	25	21	24	23	21	26	25	
24	20	22	28	25	20	22	27	28	25	23	26	22	25	27	21	26	23	27	22	
21	18	18	18	18	22	18	20	21	22	22	20	22	21	20	21	21	20	22	20	
24	26	25	24	25	24	24	25	24	24	25	24	25	25	26	26	25	24	24	25	
9	8	7	8	9	7	7	7	9	8	8	9	7	9	7	8	7	8	8	9	
