# nJobs | nMachines 
50	20
# m1 | m2 | m3 | m4 | m5...
84	84	84	84	84	85	85	87	86	84	88	86	87	86	86	84	88	84	85	87	
69	69	71	76	77	72	74	76	71	74	71	71	70	73	67	67	67	69	73	67	
80	79	79	79	78	77	80	80	76	76	81	79	76	77	77	76	79	81	78	79	
72	71	70	76	70	73	75	76	68	76	73	69	68	71	74	69	76	76	69	73	
90	90	87	89	93	89	91	93	87	90	90	88	90	93	90	91	92	87	87	90	
72	71	73	72	70	70	70	71	70	72	73	73	69	73	69	69	72	69	73	72	
83	88	83	87	89	83	87	84	86	83	88	86	85	84	85	86	83	86	83	85	
83	81	82	83	82	81	83	82	83	81	83	82	83	81	83	83	83	83	83	81	
88	87	89	91	88	90	87	87	90	89	89	88	90	90	88	90	87	87	90	90	
77	77	76	72	75	76	78	75	72	74	74	76	74	73	72	77	73	76	75	72	
73	73	76	71	72	71	77	70	74	76	77	76	77	74	76	73	76	77	72	78	
97	98	93	96	93	94	94	97	94	93	97	93	96	93	97	94	98	95	96	96	
76	84	77	80	82	76	82	79	79	78	79	80	84	84	83	81	79	78	84	82	
78	80	83	80	79	84	80	83	81	84	81	78	80	78	78	83	84	78	83	78	
72	70	67	71	71	70	68	76	71	67	75	68	77	67	74	73	74	70	70	76	
64	66	67	71	66	68	71	63	66	68	69	71	67	67	69	70	69	71	66	69	
88	84	80	87	80	80	88	87	83	86	84	82	81	80	84	81	82	82	85	80	
86	89	86	88	89	86	85	89	88	89	88	88	89	87	89	89	85	89	89	85	
79	79	79	79	81	79	81	81	81	79	81	80	79	80	80	79	80	80	80	80	
90	91	88	88	89	90	91	89	91	90	90	90	93	89	91	89	91	91	88	89	
80	78	77	84	79	76	82	77	85	76	76	78	78	77	80	85	79	80	83	78	
72	73	81	80	82	77	80	75	77	75	72	82	79	78	79	82	80	72	75	76	
75	72	71	75	75	74	74	74	71	74	72	71	72	72	72	75	75	74	75	71	
82	81	86	82	86	86	82	86	80	86	81	79	81	78	84	84	79	83	85	83	
69	66	70	70	70	66	66	66	68	66	67	66	68	67	70	69	67	69	67	70	
69	73	71	69	77	68	73	74	77	70	71	70	78	68	76	73	69	78	71	78	
90	85	86	90	87	85	86	91	91	90	87	89	86	86	85	86	88	85	88	85	
81	81	81	81	81	82	82	82	81	80	81	80	82	80	80	80	82	82	82	80	
79	79	80	79	78	78	80	79	79	79	80	78	79	78	79	80	80	79	79	79	
76	81	83	80	78	84	77	82	78	78	83	80	79	79	77	80	82	81	83	81	
81	83	81	83	83	81	83	81	82	81	81	83	81	83	83	83	83	82	83	83	
98	95	98	96	96	94	89	95	91	92	88	93	96	98	90	92	88	97	89	92	
94	92	89	97	97	94	94	94	95	94	94	91	96	94	89	89	94	90	93	91	
93	91	95	88	92	89	93	93	94	96	95	90	93	92	92	90	89	89	91	92	
83	78	77	80	81	81	81	81	80	81	84	84	77	84	85	78	84	82	83	80	
85	86	88	89	89	85	87	85	88	87	89	89	89	89	88	89	86	87	85	88	
92	94	90	98	95	93	91	97	93	98	97	98	90	90	97	90	91	98	94	98	
74	77	75	72	68	67	70	70	75	68	67	68	67	72	76	70	67	74	75	69	
70	74	72	73	72	71	72	72	69	68	69	74	70	72	72	72	72	72	71	69	
88	92	88	90	89	87	92	90	89	86	89	88	87	87	90	90	90	87	89	90	
84	82	82	82	84	82	84	84	83	82	83	84	83	83	84	82	82	83	82	84	
94	90	91	96	93	91	92	96	92	95	91	96	88	92	93	90	93	88	96	92	
95	95	97	95	96	94	93	95	93	95	97	96	97	94	93	93	94	94	96	97	
89	86	88	86	82	83	84	82	89	88	84	82	83	87	84	83	83	85	84	81	
86	89	89	88	88	90	90	90	86	89	86	88	88	89	89	87	90	88	86	86	
85	85	86	84	85	85	84	84	85	86	86	85	85	86	84	85	85	85	86	84	
77	80	76	81	78	80	78	79	81	78	73	78	76	79	79	76	75	76	73	78	
90	91	91	86	91	88	94	87	91	86	88	92	87	86	94	93	87	86	90	92	
89	90	90	88	88	89	88	90	89	89	89	90	88	88	88	89	88	89	89	89	
81	76	82	79	85	75	78	79	77	76	84	83	84	79	80	82	78	75	75	83	
