# nJobs | nMachines 
50	20
# m1 | m2 | m3 | m4 | m5...
17	19	16	16	20	18	18	18	18	19	20	16	19	19	19	19	17	20	20	17	
31	35	28	33	34	27	26	33	33	28	27	30	30	32	26	30	30	27	28	32	
34	30	26	25	30	29	34	28	27	29	30	31	27	32	35	34	30	34	31	34	
11	11	14	14	11	13	14	11	13	11	14	12	14	15	14	15	14	11	13	14	
24	23	22	25	23	24	22	23	22	22	23	22	24	26	23	26	22	26	25	26	
1	1	1	5	1	1	6	1	1	2	1	3	1	2	4	4	5	3	1	1	
4	5	5	10	8	3	8	7	5	2	8	4	7	5	7	4	5	2	9	3	
12	17	12	17	10	15	13	10	17	9	11	9	16	16	14	14	17	13	12	10	
34	31	29	31	27	33	27	30	32	32	32	34	26	34	26	28	32	32	28	30	
17	19	17	17	19	18	18	19	19	17	19	18	19	19	17	17	18	18	19	17	
6	4	5	6	6	4	6	6	6	5	5	6	4	6	5	4	4	5	6	4	
26	27	26	29	29	28	28	26	25	28	29	26	25	25	25	29	27	25	29	25	
22	20	19	21	20	22	19	18	19	19	20	19	22	20	18	19	20	19	20	22	
9	8	12	11	10	11	9	7	13	12	9	12	12	7	7	12	13	12	7	13	
6	6	5	5	6	5	5	5	7	7	7	5	6	5	5	7	6	7	6	6	
19	15	13	19	15	19	17	17	12	12	16	16	19	14	19	18	14	14	12	13	
1	5	3	4	3	1	4	1	3	1	4	1	1	1	1	5	1	2	3	5	
19	18	19	20	18	18	16	16	19	20	17	16	17	17	18	17	16	17	19	16	
3	4	3	5	1	6	7	5	1	1	6	1	5	3	7	5	5	3	4	5	
3	7	9	2	5	10	3	10	8	3	7	11	3	4	8	6	8	5	11	2	
29	31	25	28	29	25	27	31	29	31	28	26	27	25	25	26	31	29	25	26	
22	23	22	20	22	23	21	20	21	19	21	23	20	20	21	19	19	21	21	22	
7	8	7	8	1	4	1	1	5	1	2	1	7	9	1	3	2	2	9	5	
5	1	4	1	2	6	7	1	1	1	4	9	1	3	3	5	5	9	1	2	
12	6	13	10	7	9	6	9	11	9	10	8	9	5	9	6	11	7	8	13	
25	30	28	28	30	27	31	29	25	28	25	25	31	29	30	29	28	31	29	27	
12	11	10	10	10	12	10	10	10	11	11	10	11	12	10	10	10	11	12	10	
8	7	10	7	8	8	7	9	10	11	7	10	7	10	10	8	9	11	11	11	
4	3	6	4	7	1	1	1	7	1	8	1	2	2	3	2	1	1	8	3	
26	27	25	26	27	25	26	27	26	27	25	27	27	27	27	25	26	27	26	26	
17	16	16	16	16	16	18	16	17	18	16	17	16	18	16	18	17	18	16	17	
21	22	20	20	25	20	25	22	21	25	23	25	26	24	20	21	22	24	26	21	
23	18	24	19	17	18	20	24	20	20	16	24	18	24	16	19	19	18	19	24	
5	7	3	5	3	2	8	7	7	1	4	8	5	5	1	1	1	1	2	3	
20	21	20	20	19	21	19	21	20	19	20	19	19	21	20	21	19	20	20	19	
16	18	15	12	14	13	15	17	16	11	15	15	19	17	14	16	18	15	14	11	
12	11	7	4	5	12	13	9	8	11	3	11	12	9	4	10	3	12	6	10	
3	4	4	3	3	3	3	2	3	2	4	2	2	4	3	2	4	3	2	2	
12	5	4	6	12	9	10	5	14	6	11	11	11	6	14	13	14	10	14	8	
33	31	30	30	27	31	29	28	30	32	33	28	31	30	33	30	28	33	31	28	
23	27	25	23	26	23	26	24	23	26	26	24	23	26	25	26	23	23	23	24	
14	15	16	17	14	14	14	16	16	16	16	16	15	15	18	18	14	16	14	14	
2	8	2	2	8	4	4	6	6	6	7	5	7	3	8	5	2	2	3	6	
8	6	12	11	10	9	7	9	9	6	7	9	11	8	10	10	10	7	9	8	
7	6	1	7	4	6	1	6	5	5	8	4	1	1	2	4	3	7	5	5	
34	32	34	29	34	33	28	32	27	30	30	29	33	28	30	35	29	35	31	28	
21	20	20	22	20	22	21	21	20	22	22	22	22	22	20	21	21	21	21	20	
28	27	23	22	28	27	22	25	23	27	23	25	26	22	27	22	26	28	23	24	
25	22	22	25	23	22	20	21	24	26	22	21	25	23	21	24	24	21	22	20	
8	8	11	9	14	7	7	14	14	10	13	8	7	14	12	7	13	11	11	12	
