# nJobs | nMachines 
50	20
# m1 | m2 | m3 | m4 | m5...
23	30	27	29	26	29	22	28	30	29	25	29	29	30	25	27	30	24	30	21	
25	24	23	27	27	27	23	26	23	26	26	23	24	25	24	23	25	24	23	26	
23	25	26	26	27	26	23	23	26	25	26	24	27	27	23	24	26	26	27	23	
23	25	24	30	21	25	27	25	27	28	25	26	29	24	26	29	20	26	30	29	
24	24	23	26	27	25	27	27	25	25	27	25	24	23	26	26	23	27	23	27	
24	24	24	26	24	25	26	25	26	26	24	24	25	26	25	25	25	25	25	25	
20	23	22	26	20	30	26	26	20	30	26	27	21	28	27	25	27	23	26	25	
24	24	26	24	26	24	24	26	26	26	26	24	25	25	24	26	24	26	24	24	
26	24	24	24	26	26	25	24	25	25	26	24	26	25	26	25	26	25	26	26	
25	24	24	28	23	23	22	28	28	28	28	26	26	23	25	28	22	23	26	23	
26	26	23	23	23	24	27	26	24	27	23	23	25	25	24	23	26	24	25	23	
24	25	26	24	26	24	25	26	26	24	24	25	24	24	25	25	25	26	26	25	
27	22	25	26	22	23	23	27	24	27	27	24	27	22	25	23	28	24	28	23	
27	27	24	25	28	22	22	27	23	26	27	22	22	24	26	24	27	28	25	25	
24	26	22	28	26	22	25	27	24	24	26	23	26	23	25	28	27	24	23	26	
24	24	24	26	25	25	26	23	25	24	26	25	24	24	25	23	23	26	26	26	
21	24	25	25	24	28	27	26	23	23	29	25	21	26	28	24	26	23	23	29	
26	27	26	23	27	25	25	23	26	23	24	23	27	25	22	28	26	23	25	22	
26	26	24	26	25	26	26	26	25	26	24	24	26	24	24	26	25	25	26	26	
25	26	25	24	26	25	26	24	24	24	26	24	26	25	26	24	26	25	24	25	
24	26	25	24	24	24	26	26	24	26	24	25	24	24	26	26	24	26	25	26	
30	22	27	20	20	23	30	21	23	28	28	26	28	20	25	23	21	23	20	25	
23	25	25	26	27	26	23	23	23	26	27	23	26	27	25	24	27	24	24	25	
25	26	26	26	26	25	25	26	26	24	25	25	25	24	24	24	26	25	26	26	
26	22	25	29	21	28	25	23	25	22	29	21	29	21	29	27	26	26	29	29	
26	28	22	21	26	26	28	23	25	22	25	22	27	29	22	23	28	23	27	27	
27	24	23	26	25	26	25	24	26	23	26	26	23	25	26	26	24	23	25	24	
27	26	22	27	27	25	25	24	26	27	28	27	22	22	24	26	27	22	28	23	
27	28	28	21	27	30	22	20	26	24	30	28	25	24	20	29	25	25	22	27	
23	26	23	25	24	25	24	25	21	22	29	30	30	20	23	21	24	29	22	29	
24	24	28	24	29	26	21	25	27	28	26	26	21	27	27	23	28	24	24	29	
29	28	25	26	29	26	21	28	22	24	27	21	22	25	28	23	28	24	26	25	
23	27	26	21	23	23	24	24	28	21	28	29	24	24	24	25	24	28	25	23	
26	22	23	27	27	25	27	24	28	26	23	24	23	22	23	28	28	25	28	27	
26	27	25	27	27	27	25	24	26	27	24	24	22	24	26	27	24	27	25	22	
26	23	26	25	26	25	24	25	23	23	27	23	24	25	26	23	27	25	27	23	
25	26	23	24	26	26	23	27	25	25	26	26	25	26	23	27	25	26	25	26	
23	23	26	26	26	25	25	25	25	25	27	24	26	25	24	23	23	24	23	27	
21	27	21	27	24	23	25	25	21	22	21	23	23	22	28	26	28	28	23	29	
26	23	27	25	24	26	25	26	26	25	24	26	27	25	24	27	26	26	26	27	
26	22	23	21	28	23	29	22	22	28	24	21	28	21	24	21	29	26	27	23	
21	27	22	21	24	25	26	25	26	23	28	27	24	21	21	28	22	28	21	25	
24	24	26	26	25	24	26	24	26	25	26	24	24	26	25	24	26	24	26	25	
26	26	25	25	24	25	26	24	24	25	25	24	24	25	26	24	25	24	25	25	
22	27	22	25	26	23	27	22	25	25	26	26	25	26	23	22	25	26	25	24	
25	27	27	21	22	21	28	28	24	21	25	29	28	27	27	22	21	21	23	29	
25	26	24	26	26	25	24	26	25	24	25	25	25	26	24	24	24	26	26	25	
27	27	26	24	24	23	27	27	23	23	25	25	26	26	24	27	23	27	26	23	
23	26	25	28	21	29	21	21	25	29	24	21	22	23	26	27	23	25	23	24	
26	25	26	25	25	24	25	26	26	26	24	25	24	26	25	26	26	26	25	25	
