# nJobs | nMachines 
50	20
# m1 | m2 | m3 | m4 | m5...
91	88	88	91	91	91	92	92	92	92	89	91	92	90	88	90	89	92	89	89	
90	87	89	87	85	88	89	91	85	91	91	85	88	91	91	88	90	86	89	90	
93	93	95	94	95	94	93	92	92	94	93	96	92	96	92	92	94	94	96	96	
94	92	94	95	91	92	91	94	95	91	95	93	91	92	93	94	94	93	95	91	
81	83	81	80	85	84	84	84	82	79	79	80	80	82	83	81	83	84	79	79	
83	79	87	84	83	80	82	87	84	82	82	86	79	84	81	87	81	83	81	81	
87	86	86	86	84	84	87	87	87	87	83	83	87	84	83	87	83	87	84	87	
84	85	81	85	82	83	83	81	82	82	83	85	82	85	82	83	82	83	81	82	
79	80	80	81	81	81	79	80	81	79	80	79	80	81	81	81	80	79	80	80	
87	89	86	90	90	86	90	88	89	84	85	89	85	84	86	85	88	87	84	84	
85	88	85	85	88	88	86	89	86	85	86	89	89	87	88	88	89	89	85	85	
81	79	80	81	80	80	81	81	80	81	79	81	81	79	81	81	80	80	79	79	
77	79	80	81	78	78	80	77	80	78	78	77	79	81	79	80	80	77	79	79	
94	90	93	94	92	91	93	93	93	92	93	92	94	93	90	90	93	94	92	90	
97	94	95	92	91	91	95	96	97	92	97	97	92	96	97	91	91	94	91	95	
97	97	96	97	96	96	97	98	95	97	99	94	97	98	97	96	99	96	95	98	
92	92	93	95	90	90	88	93	97	88	90	90	97	95	98	89	88	89	94	88	
86	88	84	88	86	90	87	84	90	87	88	84	88	84	87	90	85	85	85	86	
79	80	82	78	80	77	77	78	77	83	78	75	84	74	81	84	76	80	81	76	
84	87	87	91	85	92	84	87	85	84	89	85	88	90	90	86	88	87	88	85	
76	82	76	79	83	79	83	75	81	77	82	74	81	76	75	82	77	81	74	74	
89	88	92	93	93	97	91	92	97	88	94	98	90	88	98	96	97	88	96	89	
87	84	84	83	83	85	86	86	83	87	84	87	87	84	86	87	87	85	87	85	
94	98	99	93	93	98	98	94	99	99	94	98	99	96	95	93	99	96	98	96	
97	98	99	98	98	97	98	99	97	99	99	97	97	99	98	97	99	97	99	98	
83	75	81	78	78	80	82	80	80	81	81	80	77	75	82	82	81	75	77	78	
93	90	90	92	93	92	94	92	92	88	91	89	92	91	94	89	88	90	88	88	
84	86	85	83	87	87	84	87	83	86	83	83	86	83	83	83	86	87	87	87	
90	88	88	89	90	89	90	89	89	89	88	89	89	89	89	89	90	90	88	90	
79	76	81	81	75	77	81	77	78	78	80	80	78	76	77	75	81	76	79	76	
79	80	81	81	76	80	76	79	79	81	81	81	82	80	83	80	77	77	81	76	
87	85	89	88	87	84	85	89	84	86	87	88	83	91	86	89	88	87	85	89	
90	91	93	93	90	93	90	90	92	93	92	94	90	94	92	92	94	92	92	92	
98	94	97	95	98	95	95	95	95	95	98	96	94	94	96	94	97	94	95	98	
81	79	81	79	80	81	80	80	81	80	79	79	80	80	81	79	81	80	79	80	
87	86	88	88	90	92	92	89	90	89	91	90	90	89	87	90	90	87	92	92	
84	81	85	82	83	81	83	82	87	84	87	86	87	86	84	84	84	83	87	87	
89	88	87	88	89	88	89	88	89	87	89	88	88	89	87	87	89	88	87	89	
89	88	88	88	89	89	88	91	88	87	91	89	90	89	88	89	88	88	91	88	
86	83	84	89	81	85	80	87	81	81	80	83	85	82	85	82	87	81	85	80	
95	95	99	98	97	99	96	99	99	93	98	93	97	99	95	98	97	96	93	95	
85	87	80	86	85	80	82	84	79	78	88	80	84	84	85	78	87	79	88	87	
90	91	89	90	93	90	93	93	91	90	91	89	92	89	91	89	89	91	90	93	
83	80	80	83	81	85	81	79	84	82	86	83	83	80	80	86	79	84	77	78	
85	88	78	81	88	78	81	85	78	88	85	81	84	79	88	80	86	83	80	88	
88	91	87	87	91	89	88	86	88	88	87	86	88	89	86	89	87	88	91	87	
97	96	96	95	97	95	96	94	96	93	94	94	97	93	93	95	96	94	93	93	
90	89	92	86	86	85	88	93	92	85	85	86	91	90	87	89	88	89	89	93	
99	96	91	99	97	91	99	99	99	99	97	96	91	99	98	99	98	95	94	95	
96	97	92	93	98	93	91	94	91	90	95	96	96	96	91	95	93	96	93	91	
