# nJobs | nMachines 
50	20
# m1 | m2 | m3 | m4 | m5...
55	54	55	53	54	53	55	55	55	54	53	57	57	55	53	54	57	56	55	53	
56	56	58	58	59	60	56	57	60	57	58	58	60	59	60	58	60	58	58	57	
85	81	85	81	81	82	82	84	83	82	81	84	81	81	81	83	82	82	81	84	
72	75	79	80	79	73	82	77	77	81	75	73	76	82	75	78	73	75	82	78	
71	68	68	72	72	72	73	68	74	69	69	72	70	71	73	67	75	72	67	68	
59	59	61	60	59	61	60	61	61	61	59	59	59	59	61	59	59	60	60	59	
68	70	74	71	70	71	69	74	69	72	68	74	69	68	70	74	71	73	69	71	
52	48	51	51	51	49	50	52	50	50	49	49	50	49	52	49	52	50	50	52	
37	39	35	40	41	44	35	45	35	43	40	37	38	40	37	44	43	38	37	40	
74	75	76	74	74	73	74	77	77	74	75	77	77	74	76	76	77	75	74	73	
40	35	36	32	39	32	36	32	38	39	36	37	34	33	40	34	38	34	34	39	
37	38	37	32	35	34	37	32	32	32	37	36	38	36	33	33	35	32	38	35	
52	53	44	44	44	47	52	45	51	51	52	45	53	51	51	49	47	51	46	43	
46	48	46	47	47	47	48	48	47	48	47	48	46	48	48	47	46	48	47	47	
79	76	76	77	79	77	77	77	77	77	79	80	76	77	76	80	78	77	80	77	
63	61	60	62	59	65	61	60	60	64	58	59	57	59	57	60	60	65	60	62	
58	58	60	56	58	56	56	59	58	58	60	60	58	60	59	60	56	57	56	57	
52	53	52	53	54	54	52	53	54	52	52	54	53	53	52	52	53	53	52	52	
50	51	49	50	49	49	51	49	50	49	51	49	51	51	49	50	50	49	50	51	
59	61	59	59	61	61	58	62	62	58	61	61	58	62	58	62	59	60	58	61	
71	69	71	70	70	70	71	71	70	71	70	71	70	71	71	71	71	69	71	70	
36	38	43	38	38	44	41	39	43	43	36	43	39	40	43	39	38	41	40	42	
39	36	35	40	38	39	33	37	36	33	37	38	38	37	33	33	38	39	34	36	
57	57	59	60	56	58	58	59	58	60	59	57	60	57	59	58	57	58	57	57	
52	45	47	50	53	47	46	49	50	48	52	49	52	51	48	51	50	53	45	46	
43	44	44	44	44	43	43	47	43	47	46	46	43	47	43	44	46	46	43	45	
74	72	74	76	76	73	72	75	75	73	73	73	74	74	72	73	74	73	74	74	
61	64	64	61	64	63	64	63	64	64	62	60	64	60	61	62	60	62	62	60	
48	44	44	44	47	49	41	47	42	48	49	45	42	43	46	46	44	49	47	44	
79	83	83	80	83	81	82	80	81	79	82	82	79	81	81	81	83	82	83	79	
62	64	60	60	63	59	62	63	63	61	59	61	63	61	61	61	60	65	59	60	
40	43	41	42	42	44	42	41	42	40	40	41	43	43	43	42	40	41	44	41	
69	68	68	69	70	75	72	76	73	69	75	70	74	75	74	74	67	70	76	76	
64	65	67	68	68	65	66	65	67	66	64	67	65	64	64	68	65	66	67	65	
78	78	79	78	80	80	78	78	78	79	80	78	78	78	80	79	79	79	78	80	
65	65	64	65	68	65	68	65	64	66	66	64	65	67	67	64	67	67	64	66	
58	58	58	58	59	55	57	59	54	53	57	53	54	60	61	56	54	56	59	56	
78	82	78	83	80	83	80	81	81	77	79	78	78	79	77	82	77	80	80	77	
63	69	68	66	64	69	68	63	63	66	66	68	64	65	67	65	66	68	64	64	
62	60	62	57	59	58	59	56	60	61	56	61	58	57	57	57	62	61	58	58	
59	64	62	63	60	59	58	61	62	60	60	57	66	63	62	67	64	67	58	65	
79	78	80	82	78	80	78	78	78	82	78	78	82	78	82	82	79	81	82	82	
67	66	69	66	67	68	69	67	66	68	69	67	65	65	66	67	67	69	68	68	
54	56	56	57	54	55	57	54	54	56	55	53	53	54	54	56	53	53	56	55	
49	49	48	48	48	50	49	48	50	48	50	49	49	48	49	48	49	50	48	50	
69	77	76	71	76	71	75	72	71	73	77	72	69	70	75	75	74	76	77	77	
41	42	41	42	41	36	40	35	35	40	36	34	34	36	39	39	37	36	34	35	
58	59	59	58	61	60	62	57	60	58	58	56	58	62	56	61	58	57	61	59	
77	79	76	73	74	74	77	78	73	77	78	79	74	75	76	78	79	76	79	76	
55	57	55	63	59	57	56	57	63	57	57	62	60	62	56	61	53	59	63	55	
